ticker,event_date,drop_pct,success,days_to_hit,final_return,d0_close_in_range,d0_intraday_range_pct,d0_close_vs_vwap,d0_rvol,d0_rel_range,d0_rel_trade_size,d0_lower_wick,d0_upper_wick,d0_obv_ratio,d0_first30_vol_pct,d0_last30_vol_pct,d0_first_hour_ret,d1_close_in_range,d1_rvol,d1_obv_ratio,d1_first_hour_ret,d1_close_vs_vwap,d1_lower_wick,d1_return,d2_rvol,d2_obv_ratio,d2_first_hour_ret,d2_close_vs_vwap
UPS,2020-01-31,0.0414815125641999,1,3.0,0.024343164163247,0.10093457943925334,4.953708290470647,-0.9261048685814788,2.723465012550068,2.912929953896883,1.082668704893442,0.10093457943925334,0.08973831775701056,0.4089929594966086,0.06305844729833965,6.070147100927505,-0.036944478652300994,0.18061674008810968,1.655244769674136,0.4402326397969919,0.0,-0.4899313051392351,0.18061674008810968,-1.4393333772092287,1.6964106668199168,0.4267474448307573,0.1936108422071703,0.17584388558198327
GD,2020-01-31,0.0319483166287631,1,2.0,0.0233127922992169,0.12755519215044972,3.3926986240568184,-0.3536277450934988,1.4286545851999424,2.275886823290322,0.9607287461032202,0.12755519215044972,0.10874897792313835,0.416262410385146,,6.154218572519226,0.36895250776740607,0.32379562043795773,1.0269984314330656,0.5068495517767857,0.16945323090826747,-0.1008902354894814,0.32379562043795773,0.6725904351120526,1.316503471648309,0.5108936035949715,0.0,-0.038490646739997025
DHR,2020-01-31,0.0483880311779496,1,2.0,0.0117486532027779,0.22413793103448554,4.1616838077015235,-0.3889013021412979,1.7761271236896763,3.171158868737031,1.0462942146663676,0.22413793103448554,0.00862068965517571,0.46872330061183837,,6.159013834919244,-0.041856015307339955,0.09210526315790159,1.4411897558024995,0.43685991944605107,0.2716049382716079,-0.4580850901343525,0.09210526315790159,0.08081157806405503,1.1252992404557112,0.4497665574842939,-0.8454473572167109,-0.029611191299550033
CVX,2020-01-31,0.0382405931587069,1,3.0,0.0293074426688098,0.04474505723205059,4.324932493249331,-0.9145902719898791,2.255198573929307,3.6838900921735447,1.0527123765898672,0.04474505723205059,0.020811654526536605,0.4493122316281318,0.33125704170821246,5.587749391290226,-1.098109810981096,0.37891467971998993,1.292601707627973,0.43865430090570867,-0.07473143390939185,-0.1921451498594462,0.37891467971998993,-0.8026886459312932,1.3128626140652357,0.46408223227402423,-0.28756957328386346,-0.3417283756917633
C,2020-01-31,0.0390029269167462,1,2.0,0.0280875720337436,0.05627659574468169,2.460410940976325,-0.8197738999056958,1.084345153894719,1.587336807505577,0.915541006543842,0.05627659574468169,0.010638297872345813,0.4455551917162442,0.051669495068247355,8.149688540309922,-0.379531474937822,0.5279503105590116,0.880754379711483,0.5082130012423925,0.16675560298826664,0.10290411895064189,0.22360248447204942,0.9676032198278506,0.8771551719057058,0.48898983640029986,0.20958868221114813,0.020859306586573645
AVGO,2020-01-31,0.0318527822177018,1,2.0,0.0211036532950796,0.07469600463231334,2.7538589105753233,-0.395003637146385,0.7561937068549752,1.344822328576056,0.8357991067743753,0.07469600463231334,0.11870295309785268,0.40779575400646145,0.030361936228228113,6.33532892951129,-0.044648552111237194,0.5641666666666637,0.7724685426813155,0.4283762765582815,-0.32573289902279035,0.07561817516965608,0.5641666666666637,0.02293868564331447,0.7975927132852483,0.5197936233100723,0.32251592095746684,-0.21237052952394198
AMGN,2020-01-31,0.0446605842021363,1,2.0,0.0266604694537127,0.5087890625000003,4.654545454545459,1.028557524578333,3.211106886326132,2.675506686455326,1.1405099998490928,0.5087890625000003,0.02441406249999998,0.44939924003662085,0.08473885037704676,5.996924955227094,-0.2136363636363603,0.39532019704433224,1.0600371946422997,0.5458195602069584,0.0,0.021400141370775394,0.14532019704433574,0.3841711730297126,0.9603830743153688,0.5529654639459788,1.7244559203245968,0.5394454880231159
AMD,2020-01-31,0.0364903407921433,1,1.0,0.0217021373992269,0.10916883771746044,2.45188543169174,-0.8284659883550649,0.9093337334013206,0.8139610869108982,0.9583259627386079,0.10916883771746044,0.04202033784351382,0.4643477008229792,0.1988660155508913,7.661559368119586,-0.2266639192252229,0.8387978142076499,0.854793689131862,0.5751608840925672,-0.25695931477517364,0.7362559154070691,0.2568306010928987,2.1702137399226995,0.8124566165314573,0.5142233878550166,-0.10183299389002753,0.5249568106826752
AMAT,2020-01-31,0.0375103455856132,1,1.0,0.0298327210236781,0.09433962264151088,3.5445577662598184,-0.5541743181208703,1.4004723530580103,1.5350786628099606,0.978588536367818,0.09433962264151088,0.06132075471697906,0.42195895752324597,0.02200636838727978,6.691315593867424,0.0,0.8258706467661683,1.1821054879781687,0.5573249742824117,-0.1872659176029967,0.3398293450526113,0.2487562189054729,2.9832721023678177,1.8786580737030005,0.5184434062617292,0.5409836065573659,0.5911815622392291
INTC,2020-01-31,0.0382127406180371,1,2.0,0.0239324068824227,0.017543859649121057,3.041622198505877,-0.9865331421413881,0.9094959117993321,1.6337769592280056,0.9389389863509456,0.017543859649121057,0.19548872180451113,0.4253233200411349,0.2564217019747837,7.18655886258692,0.32017075773744796,0.3037974683544215,0.6341880131408276,0.5490987487079201,0.17091361093846125,-0.21168315906758828,0.1392405063291121,0.766459974081779,0.8733222385626909,0.4539716433862098,-0.1822191219135405,-0.04205432483338489
COP,2020-02-04,0.0454545220148253,1,1.0,0.0405380958185206,0.05201342281879,5.005879388543586,-1.7867181063041193,2.6691779561261075,2.9579276527831038,1.1382944501494061,0.05201342281879,0.09731543624161056,0.48567933590009876,0.017154772481689107,8.343444027300986,-1.0582899378464683,0.9154929577464791,1.569374007812664,0.5309271848688785,-0.7119291543670858,1.0936348547526897,0.36150234741784143,4.053809581852064,1.0097923489262812,0.4589864188668536,-0.11866418036955428,-0.09863941277131749
UBER,2020-02-05,0.0446404739293699,1,2.0,0.1037761356237267,0.01756939912655172,5.093530109638359,-1.3577408459088725,1.3771975485310377,1.434619279556195,1.0999516976192831,0.01756939912655172,0.030972340745947416,0.41047200378530113,0.11292449948805035,6.091946527127738,-0.38455244640811515,0.4393939393939464,1.07522414228414,0.45852543614930896,0.6196120689655249,-0.009261947793037795,0.4393939393939464,0.7606595187470866,4.887482684839352,0.5738426683091705,1.323828920570258,0.7623821663323316
TSLA,2020-02-05,0.1717583947927872,1,1.0,0.0194093169425442,0.20430998578531542,18.81980138498711,-4.007103777904697,2.0994020257909414,3.5432316780380626,0.7072283541341202,0.20430998578531542,0.011732950671235287,0.4666074255530159,0.5539759390858898,5.353393608517547,-4.969999653175172,0.5629477166222553,1.6959196411318869,0.5213597220927149,-0.9873060648801113,0.2163619320077581,0.20215014242396445,1.940931694254422,0.6782069784134815,0.5518999644329989,1.1510969034258522,0.4380947392245371
NOW,2020-02-05,0.0384342435270806,1,3.0,0.0126145338958123,0.11376715360779047,6.320677428886063,-0.6068193168298763,1.5507496435487216,3.066548004969319,0.9289675689842241,0.11376715360779047,7.082779990878409e-05,0.4721504162558096,,11.682453411568993,-0.9508716323296418,0.8627002288329542,0.7837558078055378,0.4995546743038994,0.15588235294117236,0.09416226115201987,0.6773455377574393,0.9453462607062368,0.7435959738921678,0.4528617313492513,0.21070498375816982,-0.3408564391631508
MU,2020-02-07,0.0306748334645421,1,3.0,0.0420182725873432,0.04571428571428474,2.9950367961663527,-0.8747363556737886,0.9139275215459273,1.0338438625168074,0.9107978902760061,0.04571428571428474,0.05142857142857338,0.4365127933547128,0.6127490317376953,5.93300278627835,-0.3936334074961412,0.9629629629629637,0.6215025199925781,0.5835176268810429,-0.847008999470622,0.5054066166744642,0.6018518518518515,0.7911405669640548,1.341841215108866,0.47875566261448727,0.10396811644428627,-0.9493642262524249
QCOM,2020-02-07,0.0352058538783611,1,1.0,0.0134980591385434,0.08951965065502705,2.541338364221514,-0.6991186550618589,1.0952966868377654,1.0112410207010156,1.0795027329882547,0.08951965065502705,0.0,0.4318724875722929,0.07717444742898935,7.7123172647435,-0.4439018976806208,0.720238095238097,0.715432983805883,0.4750098882330645,-0.7343660355708548,0.22593446733663036,0.4880952380952405,1.3498059138543406,0.9611176238552284,0.5679240075088755,0.3604415408875905,-0.5508286554864683
UPS,2020-02-07,0.0318279910023144,1,2.0,0.0169705193307707,0.0,2.253098009763417,-0.6680653286991634,1.3207271169707733,1.1681101216960585,1.0981951401054049,0.0,0.0,0.5061963964925387,,10.868687641434878,0.0,0.47046413502109996,1.4670733382204333,0.4585926821740582,0.6819357751763011,0.350976459603225,0.47046413502109996,-0.048490157511627,0.8233921573590628,0.543477974541897,0.26157721371826703,0.3798193019372009
CSCO,2020-02-13,0.0522731943600851,0,,-0.1637785302193838,0.9762500000000041,2.2033898305084727,0.8842483546452895,3.3353100621410308,1.4741147919580013,1.1836460129422595,0.596153846153851,0.02374999999999591,0.5192266602852297,0.38063613727624496,4.947093369807037,0.5508474576271238,0.39383561643836085,1.5473243302126978,0.4301379208845045,-0.0422832980972454,0.18226261198301952,0.39383561643836085,-0.739641750588127,1.0283316732462306,0.41629579090463614,-0.23494233233660733,0.26576597295500104
LRCX,2020-02-18,0.0411435277303642,1,1.0,0.0261571867716046,0.2238333333333333,2.7628549501151363,-0.3812703294597375,1.7045448064232216,1.0829930753530468,1.1434172032085257,0.2238333333333333,0.6944444444444401,0.5786555970339968,0.48551045040092733,4.820927092171461,-0.5924788948580395,0.8510511524444184,0.8325625336268727,0.5920399617258342,0.3060698809054685,0.20728925101785034,0.46177221223646964,2.6157186771604612,1.0792778271733072,0.4306427645097983,-0.5677380594773185,-0.1751659239000558
MDT,2020-02-18,0.0398022508826831,1,2.0,0.0106514904068459,0.38196721311475185,2.672157000175221,0.00435412316301953,3.2819507059572786,1.6480610520749912,1.3058614532661876,0.38196721311475185,0.2819672131147542,0.4614846043056002,0.17460339323082652,6.8673337177259794,-0.5431925705274288,0.6271929824561431,1.2676604276063268,0.4475267391322018,0.5132743362831871,-0.1869682895177971,0.1491228070175453,0.9852591380044018,1.239252947281234,0.43440104898379694,0.9824561403508847,-0.35169513978819955
MS,2020-02-20,0.0454626409315854,0,,-0.3140465314998183,0.27345309381237587,4.724632214258775,-0.8783992252206274,8.98597494719956,2.8730106810920146,1.1264277742780389,0.007984031936128984,0.7265469061876241,0.4808439117131409,3.8564871714891313,6.01985399815106,1.112787627310441,0.14210756449497056,2.8333673351339868,0.4500896420699275,-0.5571030640668551,-0.5599280649080884,0.14210756449497056,-2.474422011264532,2.7116109313021637,0.47072817934571276,0.0,0.4197933117828123
NVDA,2020-02-21,0.0473923294929535,0,,-0.2644268092003385,0.1754329698524666,5.11164300468867,-1.4336942340462566,1.783758841989801,1.6526525962444165,0.997520564154425,0.1754329698524666,0.08082103912764456,0.47111769356049754,0.11994326774853648,5.367252559873922,0.137709433096167,0.6913056955227301,1.9153138401766645,0.46255340539303214,-1.4115250291035997,0.6435585851975345,0.49595236550535915,-7.069747006321359,2.28412163905741,0.47785260980149935,0.12996859092386792,-0.8810780453771039
UPS,2020-02-21,0.0332456874898927,0,,-0.1629104709027617,0.0073260073260110635,2.579608806576589,-1.0380799343821967,1.5769587473267384,1.2264499297161087,1.0887978738797222,0.0073260073260110635,0.010989010989011389,0.4494202644172444,0.005012508601867777,10.611531087124956,-0.23622791269016785,0.4869841269841263,1.9641136850674843,0.41813131109204726,-0.09016229212581717,0.2984701943859358,0.4869841269841263,-4.322910891875753,1.8783204144546986,0.3612060474624424,0.31309968690029777,-0.9804906222560361
SCHW,2020-02-21,0.0491972645998933,0,,-0.3844987843594269,0.09199999999999875,5.198585984612185,-1.2245053431688802,1.8955449138026381,2.2612439793192873,1.2516389453784107,0.09199999999999875,0.1359999999999985,0.46093038769562306,,7.339684398341579,0.12476606363067688,0.3863636363636387,1.5039558578503809,0.5205728306758617,-0.7058980964169792,0.2186949633857127,0.3863636363636387,-5.174278979663017,1.7815952488034317,0.43904125856026754,-0.4978501923512124,-1.2126758818920558
MU,2020-02-21,0.0340677681615797,0,,-0.3190033298778607,0.23591549295774739,4.853871133139628,-1.036077583835826,1.1455011200282548,1.47076692611354,1.0466735644147005,0.23591549295774739,0.07746478873239407,0.465009538779322,0.06679581665809106,5.992135795427968,0.06836438215689356,0.9181494661921694,1.3302943697417067,0.5034909800413563,-0.4303086997193728,1.3598786566045629,0.298932384341638,-3.474299523808788,1.7180607503818863,0.4596374590816797,0.20150210661293855,-1.8158250185479896
LRCX,2020-02-21,0.0355870423152817,0,,-0.2492108706348027,0.1355932203389802,3.6151960784313717,-0.5286270000635085,1.1915276337631124,1.3064060750719009,1.0179094266226516,0.1355932203389802,0.05423728813559328,0.48699808196248273,0.07762830970657662,8.55579025748554,-0.11029411764705843,0.8382804503582413,1.5987078306161424,0.5044737286510406,-0.595099571129365,0.4234588978021314,0.5803480040941679,-5.157830689576359,1.3383908145536996,0.4145879417307544,0.48932676518884666,-0.9035066544979875
AMD,2020-02-21,0.0696700130360467,0,,-0.2678303450582772,0.108666666666667,7.1303067968549145,-2.8457446195513714,1.5096524074310973,1.8829846700156136,0.9938728886654806,0.108666666666667,0.034617283950617334,0.4477292862012314,0.12027220682184012,6.262260203131792,0.035915619421200695,0.921568627450982,1.4141874686762428,0.461229825698105,-1.6904276985743372,1.245039016722771,0.6313725490196084,-7.807807700304547,1.46037253407285,0.4427827691914516,0.6489675516224258,-2.0056233486398845
AMAT,2020-02-21,0.0320783860521802,0,,-0.2981172714092847,0.21756487025948212,3.8069908814589595,-0.30927731913478196,1.0826072692412259,1.2616248927004852,1.0664067376103297,0.21756487025948212,0.13173652694610735,0.3862374328560095,0.030006416635304695,8.643932647281364,0.1519756838905817,0.9117647058823548,1.286781706159096,0.4635714711724379,0.37062016779076945,0.7551406393079496,0.2867647058823535,-4.963427693528377,1.1304938418897545,0.45888870542298166,0.809716599190291,-1.5229838864229461
MSFT,2020-02-21,0.0316126336023161,0,,-0.2213449778256699,0.15107913669064937,3.7889113013138465,-1.0121626996564603,1.5907988170127585,1.797380327639385,1.0189864677546097,0.15107913669064937,0.11079136690647239,0.36625753589749654,0.08295240376534745,6.192391483162727,0.2126151665485354,0.9390459363957601,2.1068821081039264,0.48390947275016793,-2.0034944670937693,1.224242146765353,0.7482332155477016,-4.311549978238349,1.7314644841048585,0.4916820440245191,0.14986454550693917,-1.344570030119896
INTC,2020-02-24,0.0400994430091073,0,,-0.1186852042675938,0.88620689655172,2.3274478330658153,0.570433498738554,1.146346272378252,1.1686261084889633,0.9201584084839441,0.6758620689655137,0.11379310344827995,0.545545878090067,0.3110149870865336,6.725881247895793,-0.16051364365969878,0.16666666666666585,1.7631973884429293,0.4783335849642961,-0.24135156878519748,-1.4869862108235044,0.16666666666666585,-3.2869152112478206,1.4537542553123433,0.4536145257589512,0.566100566100558,-0.7745159124664225
NOW,2020-02-24,0.0317000351149685,1,5.0,0.0324978914293392,0.8093034482758603,4.444308220437675,0.7677778691699277,0.972350875686822,1.6445518276653364,0.9183075551619876,0.29379310344827314,0.19069655172413974,0.5073865185387132,0.1458097214970647,4.27552872826473,-0.6773738735977308,0.2060785767235026,0.8083252734760051,0.4752971354120309,0.17730496453900457,-1.01754837559771,0.2060785767235026,-1.151213821930852,0.7828662210103362,0.5022578719501432,0.14848484848484222,-0.9510489503673503
NKE,2020-02-24,0.0432917340437967,0,,-0.2119695657887493,0.8309178743961374,2.1490863787375343,0.5220335734554382,1.5989282544494152,1.0863734179345153,0.9558631388388804,0.6376811594202887,0.16908212560386254,0.5201170457117742,0.3334279395189357,6.443568738517983,-1.3704318936876958,0.16019417475728054,1.7147462163762404,0.4658661229421739,-0.21761658031087538,-1.5019929867831738,0.16019417475728054,-3.1383609856117767,1.6487787688492994,0.5005134440584159,0.2597121523644663,-1.296180129815483
MU,2020-02-24,0.0347429952380878,0,,-0.218505671874585,0.9181494661921694,5.257249766136581,1.3598786566045629,1.3302943697417067,1.5389335003012352,0.95047156975372,0.298932384341638,0.08185053380783053,0.5034909800413563,0.4990128574219381,6.321673612108334,-0.4303086997193728,0.19230769230769204,1.7180607503818863,0.4596374590816797,0.20150210661293855,-1.8158250185479896,0.19230769230769204,-5.289947166337239,1.1135255119023066,0.5097566454043161,0.24875621890547706,-1.74740629664627
MSFT,2020-02-24,0.0431154997823834,1,5.0,0.011118227533913,0.9390459363957601,6.592894583576017,1.224242146765353,2.1068821081039264,2.921468311627905,0.9161520107910174,0.7482332155477016,0.060954063604239966,0.48390947275016793,1.1810352004533684,5.067112590929131,-2.0034944670937693,0.2124645892351274,1.7314644841048585,0.4916820440245191,0.14986454550693917,-1.344570030119896,0.2124645892351274,-1.6501796919080047,1.5217680314415163,0.5038622224226674,0.4213649851632084,-0.8113990261221837
MS,2020-02-24,0.0522700869797581,0,,-0.2451690867624016,0.4803921568627444,3.044776119402987,0.4197933117828123,2.7116109313021637,1.5861022246645557,1.1690858385850205,0.4803921568627444,0.3202614379084978,0.47072817934571276,0.07278643172320619,7.145381153678605,0.0,0.1381322957198459,2.0099586735332933,0.4484671949069243,-0.31999999999999806,-2.266145459279978,0.1381322957198459,-3.321259089660278,1.7651858977085055,0.43853716518643365,-0.2895553257497463,-1.0719522229787115
META,2020-02-24,0.0450090007837753,0,,-0.1516540566773698,0.5094786729857845,3.096868884540123,0.28736101513997525,1.313406971670389,1.4572249295544653,0.8627728682773523,0.5094786729857845,0.01579778830963572,0.40868524138766754,0.27068710440840876,8.075034299473373,-0.8659491193737767,0.246094182825486,1.0927059764463873,0.5133497676756916,0.40618189023182705,-1.3000138417660345,0.246094182825486,-1.9679139718113747,0.9797210940978308,0.5283272311611148,0.35475369957429503,-0.7521536951168972
MA,2020-02-24,0.0442449168065876,0,,-0.1683555653478164,0.7632258064516155,4.769230769230769,0.5234748117333599,2.180940057049496,2.6621235439213695,1.0141080118611612,0.7200000000000016,0.23677419354838444,0.4599359854240674,0.3594804163822706,8.362282307300198,-2.400000000000002,0.1806853582554516,3.5928715790303922,0.46659992964971736,0.024953212726130936,-2.1541701302464356,0.1806853582554516,-6.7083493635129665,2.2521260023698995,0.48792210072920805,0.10667022234074341,-0.9927556212911637
LRCX,2020-02-24,0.0515783068957635,1,7.0,0.0192372040018138,0.8382804503582413,3.2481133016390067,0.4234588978021314,1.5987078306161424,1.1353138643000138,1.000000636039882,0.5803480040941679,0.16171954964175866,0.5044737286510406,0.15220908801703228,5.538330928083097,-0.595099571129365,0.24271844660194045,1.3383908145536996,0.4145879417307544,0.48932676518884666,-0.9035066544979875,0.24271844660194045,-2.742459621512605,1.081238367413241,0.5640345973836969,0.0,-1.2289397990796203
LIN,2020-02-24,0.0356782697480559,0,,-0.1617193187282337,0.8923076923076916,1.2312354974664934,0.5210111673156215,1.4101205564879327,0.8828386677665142,1.0214286216724684,0.6038461538461526,0.10769230769230836,0.4990286847628209,0.049016724506401585,7.20643883693116,-0.3598996069517413,0.19932432432432418,1.543469547176085,0.41071063615265485,-0.033430440804238515,-1.0183545015466589,0.19932432432432418,-4.227028746746497,1.9606815188369229,0.4379829191729653,-0.3980148395656191,-0.7232570732604526
ISRG,2020-02-24,0.0536797865919924,0,,-0.1882034624093232,0.45804006497022093,3.0938023450586263,0.34958216632892114,1.1423645064549728,1.7164097880043785,0.8420490240671873,0.45804006497022093,0.0,0.38477455774485836,,5.673788040027543,-0.9413735343383633,0.11373140380667497,1.3128746786853918,0.3879017085413181,-0.7789689261793686,-1.7537211514285889,0.11373140380667497,-3.731661186552915,1.17418360946487,0.47388664050615265,0.6481019870379523,-1.2670910178754657
INTU,2020-02-24,0.0374366178520803,0,,-0.0879097626633089,0.6969649508685668,5.063827586206909,0.45172537174382743,2.246652482309837,2.63070055203004,1.04015935808849,0.6969649508685668,0.1835261591681377,0.4904950086190753,0.034172916539770705,6.2818047413339615,-0.34827586206895855,0.1350507416081173,4.2325563562964055,0.47601383540133924,1.1423728813559242,-1.116653354354047,0.1350507416081173,-0.5690761877222617,2.3169839677761606,0.5193911792449543,1.2331719727218138,-2.132067783776348
MO,2020-02-24,0.0455436953668676,0,,-0.0851598083837467,0.10086455331411943,3.8572698977323245,-1.3468660211531591,1.0844344135921833,1.9662351853939466,0.8962638331771464,0.10086455331411943,0.40634005763689085,0.46107567677432465,0.10558906229618979,4.999900771724589,0.02223210315697166,0.06586826347305376,1.1953956565357653,0.4605338598643875,-0.5434782608695565,-1.3809464008589512,0.06586826347305376,-2.9908620580187617,1.2802942089256328,0.5022118363656984,-0.2358490566037763,-0.642633527710168
NVDA,2020-02-24,0.0706974700632135,1,5.0,0.0115266592600564,0.6913056955227301,5.04667491268917,0.6435585851975345,1.9153138401766645,1.553625804500332,0.8550691206011501,0.49595236550535915,0.3086943044772699,0.46255340539303214,0.5253722901149137,5.926027145028317,-1.4115250291035997,0.282765242438791,2.28412163905741,0.47785260980149935,0.12996859092386792,-0.8810780453771039,0.282765242438791,-4.109335581280005,1.596558919440633,0.5244532326102329,0.35595361120679403,-0.738703121169848
PM,2020-02-24,0.0454038344772035,1,7.0,0.0370456723179941,0.3046357615894049,3.451428571428567,-0.45045681617048583,1.5253619661861881,1.7249081456736033,1.0085015989438804,0.3046357615894049,0.3476821192052975,0.4937336379366165,0.07195596089604701,12.819545500452422,0.09142857142856453,0.1704545454545411,1.0362820507362418,0.547807383516898,0.03493653196693369,-0.8656382139056729,0.1704545454545411,-0.6661209499322918,1.8969911020167742,0.521611245976363,0.20096938172360357,0.5401774505936041
QCOM,2020-02-24,0.0426289685914049,0,,-0.090134447476444,0.6438679245283048,2.5241100130968026,0.6432939881737765,1.301602575110919,1.0391312663616759,0.9364613319265086,0.6037735849056596,0.35613207547169523,0.4774398900702873,0.19878402012091734,8.217806359732082,-0.10715561376353211,0.1753358208955234,1.6468724621865436,0.45876744849876483,-0.8398391294062058,-1.4055043067408457,0.1753358208955234,-3.7205934775269345,1.3352296508041772,0.40198684526733813,0.2099406528190073,-1.3501787022703549
RTX,2020-02-24,0.0326029358052141,0,,-0.2809387576287373,0.5828571428571424,1.773408998783949,0.2178635430291953,1.1876737707349068,1.0514786925105641,0.865520560417876,0.5828571428571424,0.055238095238089174,0.5062609390868428,0.02269888056959493,6.509842985800953,-0.891771382245643,0.13429988974641968,1.8205321771327947,0.4472129299157967,0.08820137051361865,-2.511805410419221,0.13429988974641968,-5.300861577646565,2.1144340533621353,0.4611438718726369,-0.17039403620873195,-1.8396018263065694
