minute,avg_price,median_price,std_price,p25_price,p75_price,avg_volume,count,avg_winners,avg_losers,avg_small_drop,avg_medium_drop,avg_big_drop
283,-0.0011321111819958829,-0.0011632452314338515,0.0258998851493579,-0.014328142807515237,0.012452161648368765,57497.57151129701,7420,0.0005719311616640331,-0.008517928069073978,-0.0004697040692927896,-0.0018129363858377504,-0.0036082641815711708
284,-0.0010702660856076393,-0.0011856897787344,0.025978404934461,-0.01420093178793147,0.01249356494340953,57443.026417974455,7420,0.0006243675484950527,-0.008408808863173033,-0.00040113095827793484,-0.00181238082727163,-0.003474602373056134
285,-0.0010743765563869156,-0.0011566042100392693,0.026086901154955256,-0.01433317030961978,0.012482923653833966,63325.737805071374,7445,0.0006056945537155384,-0.008341465256522495,-0.0004236200417828263,-0.0018494147840673499,-0.0033533882629451666
286,-0.0009205318140516106,-0.0010496940404904342,0.02596034327673998,-0.014255055197771455,0.012620420785450726,61925.97560002612,7418,0.0007710653885710576,-0.008243494991497156,-0.0003591122963980385,-0.0016243573304089694,-0.0028158106372356034
287,-0.0010164697079047128,-0.001061946902654931,0.026000430472113163,-0.014190597204574273,0.012412723041117069,59475.0722051359,7433,0.0006697424714602453,-0.008295647463603941,-0.0004332579879243606,-0.0016362385733299121,-0.003153680760287381
288,-0.000995097423695418,-0.0010128505412420052,0.02610873412492172,-0.014273405277495321,0.012469385362707586,60208.87050098757,7423,0.0006988718497351268,-0.008295644542736215,-0.00039026292549687667,-0.0016157368928660218,-0.0032403848926148113
289,-0.001095499259833203,-0.0010964912280702066,0.026217547623088856,-0.014440864064924286,0.012456054687500107,57161.7658959295,7433,0.0006010233081929765,-0.008438584038142932,-0.00043511367710696256,-0.0017108829679015028,-0.003651738726591698
290,-0.0010084925357849556,-0.0009386733416770765,0.02615760317227569,-0.014274878361438315,0.012561174867021352,60458.14810301822,7431,0.0006767693075259082,-0.00831331020262702,-0.00036536809267958046,-0.0015350760417027847,-0.003607716896500877
291,-0.0010786421756271997,-0.001060098134691767,0.026163267941136957,-0.01433183387132142,0.012400042930956257,60500.63919823041,7430,0.0006199853348024041,-0.008440174322406466,-0.0003836281883582307,-0.0017162897288662523,-0.0037714981005568253
292,-0.0010837188805399663,-0.0010012515644557407,0.02618058544793977,-0.014407239745382494,0.012393354288280367,57718.12894004346,7417,0.0006629440532611679,-0.00863045550197772,-0.00038257509086393976,-0.0016652831167686393,-0.0038927411586542923
293,-0.0010183475498153156,-0.0009716992590792506,0.026066403873404635,-0.014381073917738352,0.012515208166414382,60407.95030901858,7421,0.0007407976126277364,-0.008637518659275919,-0.0003357127688660004,-0.0016415296999924233,-0.0036717382636620066
294,-0.0010511694954143953,-0.0010368603867488835,0.026089198052092866,-0.014388300660446607,0.012409159467982711,57414.25984929571,7429,0.0007087767942122066,-0.008697439742216588,-0.000342868875461152,-0.0015595722437704025,-0.0040102900184586
295,-0.0011642958832247421,-0.0010748560460651646,0.026097955092792755,-0.014460485166693515,0.012398365400910771,59716.89231827386,7431,0.0006012779634534281,-0.00879026051519044,-0.0003827447750722727,-0.0016987944018834226,-0.004471196339900075
296,-0.0011840555436561397,-0.0009813253117788023,0.026054145629919128,-0.014398535646714422,0.012395216158509303,58150.087617731966,7432,0.000574282211054424,-0.008813624536796804,-0.00037464373916492986,-0.0017133147340908424,-0.00463359802031517
