ticker,event_date,drop_pct,drop_bucket,success,year,month,day_of_week,stress,sector_etf,close_d1,high_d1,low_d1,close_d2,high_d2,low_d2,close_d3,high_d3,low_d3,close_d4,high_d4,low_d4,close_d5,high_d5,low_d5
NVDA,2020-04-21,0.0611043272860093,5-7%,True,2020,4,1,high,SMH,6.174166243574164,6.81236476550815,2.1854502513289686,5.380130028932584,8.767759799904962,5.005376471169387,7.450556210344361,7.480237558355984,4.114872336941189,10.229675884492128,12.611777451319117,9.086859060871966,8.107303805511169,12.871506939165123,8.02567655993034
INTU,2020-04-21,0.0562500231193773,5-7%,True,2020,4,1,high,XLK,5.900065248702635,6.726875447000147,1.147903142851292,3.5761604978450157,7.485448265446459,3.142692065686714,5.823804985383019,6.297412332237506,2.982136406902014,9.102947313418031,9.604653125427554,6.449932858876739,6.887418857107774,11.169985057838861,6.674696082762832
IBM,2020-04-21,0.0303131223979453,3-5%,True,2020,4,1,high,XLK,2.183967226172623,3.057554116641681,0.6766071059124412,3.931141007110739,5.369988797031056,2.021243606785972,6.817407463073288,7.057214288921765,3.4258352315363227,7.845153931636517,8.761567863397435,7.45975156898635,8.144915881361836,9.797878373253166,7.382668362524525
ABT,2020-04-21,0.0403060913085937,3-5%,True,2020,4,1,high,XLV,1.5204681114032947,2.0521002047322323,-1.3397151465662893,-0.11695970949731072,3.6150917449872866,-0.7442897978976903,0.010626801181978784,0.5635287209987849,-1.3503500598102125,0.9569312783425543,1.9670371229047356,-0.03190473973178065,-2.753858461716163,1.169588982911307,-2.8814530844574193
ABBV,2020-04-21,0.043219399282588,3-5%,True,2020,4,1,high,XLV,1.3812849700359342,2.600791839244221,0.4604314880186422,2.0905926983770806,4.318070177137523,1.9910384046400775,4.019407295926514,4.118961589663517,2.4763537190829688,5.3882550997603085,5.6744618267291935,4.255846370046901,2.9865623539701014,6.981085823472366,2.50124703952721
ACN,2020-04-21,0.0486436976810815,3-5%,True,2020,4,1,high,XLK,3.651342555856263,4.270927941600999,1.7865743037558168,4.006248907152599,5.461983596618714,3.5490818705049776,5.546198818600412,6.111638635465577,3.807748810087097,7.934303865960568,8.602013546947806,5.991332486744705,7.290660921979986,10.238202870109836,6.418429870290199
ADBE,2020-04-21,0.0460740385741899,3-5%,True,2020,4,1,high,XLK,2.364813219318429,3.1581552499623466,1.1580892038324464,1.939270212527533,3.878540425055088,1.766010435288523,4.592849727244319,4.775227951909522,1.3708653452988218,5.930274581219308,6.374054482862523,4.902886215875868,1.3556710249691406,7.434883339529796,1.0881841989457852
AMAT,2020-04-21,0.0454275960604115,3-5%,True,2020,4,1,high,SMH,7.821226228193545,8.483340200261736,3.062279094070597,5.31760727799695,8.048829386033463,4.6761809143591515,7.0556584279311885,7.345332304083385,3.3312574687712537,5.5865856526976065,9.083383454017625,4.800330244004858,4.324428426873528,7.841913836623937,3.993371440839444
AMD,2020-04-21,0.071090099437913,7-10%,True,2020,4,1,high,SMH,5.6689344365103755,6.103559086721644,2.6832993816614747,5.631147883679111,8.257753019247938,5.139836195798075,6.160246124391433,7.294030128324347,2.8344672182551767,6.746038611196403,9.599399105867224,6.292520684569514,4.8941803518575355,8.371127094587493,4.497356671323316
AVGO,2020-04-21,0.0411568747779941,3-5%,True,2020,4,1,high,SMH,4.97476430977466,5.88330615114363,1.247728741668963,4.554816423177077,7.086618660886401,4.389258711804489,6.9291401288601895,7.034123249613811,4.534630027498454,8.3989500301602,9.517465814827975,6.7433883200174405,6.896831113266222,11.613169509038501,6.650520117387604
BA,2020-04-21,0.0506928399718433,5-7%,True,2020,4,1,high,XLI,-0.9975798372224287,3.2934830432469697,-1.327659014364846,1.0342577885803284,4.437763493361646,-0.20538309655703246,-5.391334265970327,0.9095617079949214,-5.868114056005003,-5.611390781578374,-3.7629317200257972,-9.16892821250782,-3.689575817309998,0.6381538219779603,-6.3008903776956
BAC,2020-04-21,0.0382222493489583,3-5%,True,2020,4,1,high,XLF,0.7393708499300766,2.726433314365595,0.5083207645753429,1.0628533090207837,3.465804164295694,0.970429749280588,2.4953832290108613,3.0499069594605466,0.1386353396102935,8.456561808321661,9.288356217991955,3.743074843516303,10.397412492887081,14.648799286982971,10.212574187402446
BK,2020-04-21,0.0329579996695535,3-5%,True,2020,4,1,high,XLF,0.8804356187209539,1.9880737890963118,-0.17039920520818264,0.31241298838906584,2.101680481988799,-0.31241298838906584,1.5620541078147587,2.4708968168241086,-0.3692055007047612,4.913375709229273,5.737007981503983,1.3632478123181802,6.219831009231758,8.633913645479074,5.992617623446783
BKNG,2020-04-21,0.0491700689629174,3-5%,True,2020,4,1,high,XLY,0.9521537889515042,2.81399357988239,-0.016391698936712995,1.3246723774009928,3.4845256180512374,0.6384946864108842,1.531042943338079,2.410929731905842,-0.265237157047038,4.527569139468479,5.1422258761903095,2.147184667089719,7.23428128794843,9.046953087270282,5.1094424783168835
C,2020-04-21,0.0554419159228902,5-7%,True,2020,4,1,high,XLF,1.611744018670258,3.7286486611486147,0.6735597338282773,2.1409655910082925,5.220115466858566,1.6598475626038889,3.6805359406518523,4.257879410049759,0.38489258741090104,12.003853055327518,12.629300068659056,5.19605451832863,13.567475176937904,19.292760444167676,12.893915443109627
AAPL,2020-04-21,0.0309103303541969,3-5%,True,2020,4,1,high,XLK,2.8803558993071077,3.551067165737165,1.4271405744041177,2.4816498801220943,4.985656044361408,2.422029331990583,5.44025277383946,5.455160753736554,3.2157115325221364,5.514781301868066,6.025268741639134,4.314944777931373,3.8044459667034625,6.505940221616058,3.6628599577800625
CAT,2020-04-21,0.0414485171312863,3-5%,True,2020,4,1,high,XLI,0.7191633377340967,2.048247638829115,-0.5826121060886646,2.785621511600822,4.897592132493234,1.0013641232596182,3.814294492132686,4.1238041349304755,1.2380524617594313,4.87027632993684,5.716885631797575,-0.10923542908902739,5.106964668436653,7.419209503037827,3.2043735287717867
COF,2020-04-21,0.0503062769297486,5-7%,True,2020,4,1,high,XLF,0.7036759410189442,4.4370611112863445,-0.29320079422653356,2.83424700403474,4.6716172728240135,0.6645820046949913,9.753717148846341,11.962468628104084,5.570755439056674,15.695853798371484,16.223610754135677,11.180612270843216,24.609069957268083,26.896009309173685,21.501172855371742
COP,2020-04-21,0.0399190361671263,3-5%,True,2020,4,1,high,XLE,5.393193701692045,7.050317111808568,4.06749727230169,9.008743001455422,12.081959331578584,6.568244638074394,8.737576516635315,12.38325031759453,7.803556070362827,11.9313138385706,12.71467729832072,4.48930925012978,15.938539121451845,17.47515303327063,13.166625270859033
COST,2020-04-21,0.0344462973036905,3-5%,True,2020,4,1,high,XLP,2.6847732439428507,3.2522545870809383,0.23562937785681637,1.350681148768662,2.757783309487838,1.1482501333555328,3.059768901722615,3.1526898826319316,1.3871912453548463,2.4723766432201977,3.9690779230788564,2.077459942448745,1.2013492835361905,3.2987100137219283,0.9789972251313728
CRM,2020-04-21,0.0749569756696556,7-10%,True,2020,4,1,high,XLK,2.3777908402671466,3.4139210102259065,0.0730609804299176,0.770459405499091,3.9253478732353075,0.6243374446392558,2.271518480607271,2.616898582156857,0.4915020624094213,4.695807278734376,5.233797164313736,2.417640441467106,2.5903355595869204,6.807917219851833,2.4043538628371053
CSCO,2020-04-21,0.0467795400949423,3-5%,True,2020,4,1,high,SPY,2.9839682052738015,3.797782847107589,1.3810145100550342,2.638716929607976,4.932182583550104,2.416768337052555,4.858202855162208,5.2034541308280335,2.7127060653875823,6.189894410494734,6.584468640883068,5.006171719329711,4.78422312677429,7.595565694215178,4.586931307884279
CVS,2020-04-21,0.033525828480466,3-5%,True,2020,4,1,high,XLV,0.16597257115533726,1.2282185534718604,-0.28215463725362877,1.7095415424014604,3.286306294168173,1.0124491458117113,3.4190894162506424,4.066391307783324,1.2116174974876825,5.394190871369298,5.941911752787865,4.248964934922839,4.962658387496766,7.883817427385886,4.199168098418049
