count,hit_5_60,hit_5_20,good_trade,loser_rate,ugly_loser_rate,median_days_to_5,median_day60_return,median_max_dd,bin
3030,0.8105610561056106,0.8105610561056106,0.6755775577557755,0.18943894389438945,0.13960396039603962,2.0,0.01969683334950105,-0.037257014378981046,0-10%
1867,0.8109266202463846,0.8109266202463846,0.6438136047134441,0.18907337975361543,0.18853776111408677,2.0,0.0197768559576598,-0.0399257714466231,10-20%
1102,0.8121597096188747,0.8121597096188747,0.6333938294010889,0.18784029038112524,0.21687840290381125,2.0,0.0207166375078141,-0.04300528170665005,20-30%
1068,0.8239700374531835,0.8239700374531835,0.653558052434457,0.1760299625468165,0.18445692883895132,2.0,0.0209816316839537,-0.04128179544483395,30-50%
448,0.8102678571428571,0.8102678571428571,0.6450892857142857,0.18973214285714285,0.19419642857142858,2.0,0.019730757406883848,-0.035219253038892104,50%+
