label,tiers,max_pos,score_weighted,total_return,cagr,max_drawdown,sharpe,n_trades,signals_taken,signals_skipped,skip_rate,avg_positions,max_positions_used,pct_time_invested,avg_hold_days,win_rate,avg_trade_return
CONF_only_5pos_equal,{'CONFIDENT_YES'},5,False,1.8418027903361123,0.1846790386320667,-0.1614028586711864,1.2779929897999436,414,414,523,0.5581643543223053,2.8800773694390718,5,0.8684719535783365,10.789855072463768,0.7077294685990339,0.012971014492753624
CONF_only_10pos_equal,{'CONFIDENT_YES'},10,False,1.322512225416957,0.14651777438814872,-0.1405101777843289,1.296076835896178,639,639,298,0.31803628601921025,4.409413281753707,10,0.8813668600902643,10.702660406885759,0.7104851330203443,0.013364632237871673
CONF_only_20pos_equal,{'CONFIDENT_YES'},20,False,0.619937371893033,0.0814176088034464,-0.10826209410688623,1.072771325498887,806,806,131,0.13980789754535752,5.283687943262412,20,0.8968407479045777,10.167493796526054,0.6997518610421837,0.01205955334987593
CONF_only_10pos_scored,{'CONFIDENT_YES'},10,True,1.0985928735589663,0.12781134916558812,-0.12589800694541983,1.2935910658849556,639,639,298,0.31803628601921025,4.409413281753707,10,0.8813668600902643,10.702660406885759,0.7104851330203443,0.013364632237871673
CONF+SMALL_10pos_equal,"{'SMALLER_YES', 'CONFIDENT_YES'}",10,False,3.043068752671613,0.25442784578283906,-0.27856190509492473,1.4969511362895567,1116,1116,1014,0.476056338028169,6.951644100580271,10,0.9606705351386202,9.661290322580646,0.706989247311828,0.012697132616487455
CONF+SMALL_20pos_equal,"{'SMALLER_YES', 'CONFIDENT_YES'}",20,False,1.679608477948369,0.17343591717097695,-0.2714509740635329,1.3672270788726413,1630,1630,500,0.2347417840375587,9.582849774339136,20,0.9613152804642167,9.11840490797546,0.7030674846625767,0.0121840490797546
CONF+SMALL_10pos_scored,"{'SMALLER_YES', 'CONFIDENT_YES'}",10,True,1.6305418558989617,0.16992237795558895,-0.18651017089610042,1.472249665523746,1116,1116,1014,0.476056338028169,6.951644100580271,10,0.9606705351386202,9.661290322580646,0.706989247311828,0.012697132616487455
