count,hit_5_60,hit_5_20,good_trade,loser_rate,ugly_loser_rate,median_days_to_5,median_day60_return,median_max_dd,bin
857,0.9101516919486581,0.9101516919486581,0.485414235705951,0.08984830805134189,0.39323220536756126,1.0,0.0413778869029208,-0.0834229136735509,<=-8%
716,0.755586592178771,0.755586592178771,0.6047486033519553,0.24441340782122906,0.2346368715083799,2.0,0.0204572467650162,-0.0515158039510535,-8 to -4
1938,0.8544891640866873,0.8544891640866873,0.739422084623323,0.14551083591331268,0.11558307533539731,2.0,0.02029555139252545,-0.02834663029579055,-4 to -2
1748,0.8226544622425629,0.8226544622425629,0.7179633867276888,0.17734553775743708,0.11441647597254005,2.0,0.019072636252836152,-0.033132779990853345,-2 to 0
1744,0.731651376146789,0.731651376146789,0.5997706422018348,0.268348623853211,0.1720183486238532,2.0,0.015974427377074253,-0.0427645122766458,0 to 2
828,0.8043478260869565,0.8043478260869565,0.6847826086956522,0.1956521739130435,0.12560386473429952,2.0,0.0199555179639143,-0.038066619911114444,2%+
