ticker,event_date,drop_pct,d0_minute_of_low,d0_rebound_low_to_close,d0_pct_volume_after_low,d0_near_low_retest_count,d1_pct_bars_above_vwap,d1_longest_streak_above_vwap,d1_last90_logprice_slope,d1_full_day_trend_r2,target_distance_over_atr20,num_droppers_3pct,num_droppers_5pct,frac_droppers_3pct,d1_return_vs_sector
NOW,2020-02-05,0.0384342435270806,293.0,0.0076759953406408,0.133479201477789,3.0,0.97239263803681,315.0,7.591712028762819e-06,0.2470202118508232,,3,1,0.0303030303030303,0.0003258363755556104
TSLA,2020-02-05,0.1717583947927872,226.0,0.0472361870422062,0.2149253358631863,1.0,0.796969696969697,255.0,-0.0003485194908599,0.1012003630922847,,3,1,0.0303030303030303,0.02165439376839906
UBER,2020-02-05,0.0446404739293699,71.0,0.0009413663259818,0.5219489361211178,4.0,0.2818181818181818,20.0,5.020972256347068e-05,0.286280317890056,,3,1,0.0303030303030303,0.009851672013325707
MU,2020-02-07,0.0306748334645421,287.0,0.0014091949973578,0.0856708541398176,3.0,0.8424242424242424,220.0,2.4864433258749265e-05,0.4914089038560412,,3,0,0.0303030303030303,-0.007833511556875505
QCOM,2020-02-07,0.0352058538783611,311.0,0.00233432020041,0.040090188772819,1.0,0.8242424242424242,166.0,-1.0001552869455366e-05,0.0800391359964258,,3,0,0.0303030303030303,-0.0022468580879726474
UPS,2020-02-07,0.0318279910023144,329.0,0.0,0.0059126023715987,0.0,0.1606060606060606,48.0,0.0001321244493926,0.2091044192455593,,3,0,0.0303030303030303,-0.0061035362079122635
CSCO,2020-02-13,0.0522731943600851,22.0,0.0217969085444398,0.7407902962507933,2.0,0.0848484848484848,14.0,6.722703271494048e-05,0.2382025934118591,,1,1,0.0101010101010101,-0.00899864183551713
LRCX,2020-02-18,0.0411435277303642,0.0,0.0062368421052632,1.0,3.0,0.7006172839506173,127.0,6.704710938390845e-05,0.0161458761567842,,2,0,0.0202020202020202,0.0004212074087825979
MDT,2020-02-18,0.0398022508826831,56.0,0.0104064314426082,0.6705699529185346,1.0,0.6636363636363637,194.0,-1.532935506217548e-06,0.0002421082021971,,2,0,0.0202020202020202,0.005217825369295381
MS,2020-02-20,0.0454626409315854,323.0,0.001025545403692,0.0135968374718219,1.0,0.0121212121212121,3.0,2.8196384634637145e-05,0.7094185933781804,,1,0,0.0101010101010101,-0.015088923745543048
AMAT,2020-02-21,0.0320783860521802,265.0,0.008565815324165,0.1775415569540739,3.0,0.906060606060606,111.0,0.0001003492053345,0.3108942828309673,1.3786626374722422,8,1,0.0808080808080808,-0.00432663414079093
AMD,2020-02-21,0.0696700130360467,259.0,0.0083210436755529,0.1774174038983855,1.0,0.7363636363636363,156.0,0.0002206578381388,0.0027991043946319,1.0111585877213325,8,1,0.0808080808080808,-0.032770434208552635
LRCX,2020-02-21,0.0355870423152817,293.0,0.0050754980332443,0.1057112033399107,1.0,0.9818181818181818,300.0,5.181083649384051e-05,0.2198525473792667,1.363068088177562,8,1,0.0808080808080808,-0.006270664101270751
MSFT,2020-02-21,0.0316126336023161,290.0,0.0059238363892808,0.100601216462751,1.0,0.9515151515151516,157.0,0.0001132349666704,0.0022371616090682,1.7699277976376606,8,1,0.0808080808080808,-0.001784312090965745
MU,2020-02-21,0.0340677681615797,294.0,0.0119878332438718,0.080690606276253,1.0,0.9484848484848484,164.0,0.0001014370328597,0.0613000852782593,1.23633514235213,8,1,0.0808080808080808,0.01056464755640496
NVDA,2020-02-21,0.0473923294929535,287.0,0.0094096194866852,0.0868616091751081,2.0,0.5060606060606061,81.0,0.0001002020967869,0.4235444898302762,1.2656269945500604,8,1,0.0808080808080808,-0.025389827268720744
SCHW,2020-02-21,0.0491972645998933,288.0,0.0050076202917481,0.096693330529104,1.0,0.2181818181818181,21.0,0.0001135978083947,0.5822134345021458,1.6150604075253954,8,1,0.0808080808080808,-0.019243528210295957
UPS,2020-02-21,0.0332456874898927,329.0,0.0001939299912732,0.0074302433260389,0.0,0.1333333333333333,9.0,7.981803975683834e-05,0.5343342047579138,1.7874716258181422,8,1,0.0808080808080808,-0.014756858411748563
AAPL,2020-02-24,0.0475003855519124,0.0,0.0447394806901082,1.0,1.0,0.009090909090909,2.0,-0.0001722290682222,0.701567561890213,1.6057645824192046,58,15,0.5858585858585859,-0.0018777602522579429
ABT,2020-02-24,0.0322469959203458,226.0,0.0127274889972641,0.2399624447839373,1.0,0.1033434650455927,22.0,-0.0001578686765541,0.9627416900043098,2.5095143111991187,58,15,0.5858585858585859,-0.01100792476874024
ACN,2020-02-24,0.0355373014346459,0.0,0.0130253133448021,1.0,3.0,0.0424242424242424,7.0,-0.0001786376973892,0.932715080229382,2.4756433430433566,58,15,0.5858585858585859,-0.003531097367150293
ADBE,2020-02-24,0.0416678054331188,0.0,0.0363519202680642,1.0,0.0,0.009090909090909,3.0,-0.0001389815886871,0.8710746749424085,2.0093726217092613,58,15,0.5858585858585859,0.005106486821275791
AMAT,2020-02-24,0.0496342769352837,0.0,0.0205298013245034,1.0,1.0,0.0,0.0,-0.0001707295566258,0.8158481589293363,1.2613056372819662,58,15,0.5858585858585859,-0.007539816914102104
AMD,2020-02-24,0.0780780770030454,0.0,0.0494841019161929,1.0,0.0,0.0,0.0,-0.0001325847847891,0.6328841703230677,0.9254658988107056,58,15,0.5858585858585859,-0.002749381733775591
AMZN,2020-02-24,0.0413555502346399,166.0,0.016509419488442,0.296652171378474,5.0,0.003030303030303,1.0,-4.0370053042107464e-05,0.7332534430839854,1.8605230346396249,58,15,0.5858585858585859,0.008514448674793784
AVGO,2020-02-24,0.0423645610248193,278.0,0.0134454940357167,0.1030264270661053,1.0,0.0,0.0,-0.0001124827607915,0.9141048577887224,1.7622237534241971,58,15,0.5858585858585859,-0.0017838780579776392
AXP,2020-02-24,0.0497404874623422,227.0,0.0124184547669574,0.1707328424809839,1.0,0.0303030303030303,6.0,-0.0001961714675589,0.9372821305470764,2.2193684537756524,58,15,0.5858585858585859,-0.022941799899860227
BA,2020-02-24,0.0377747163928847,2.0,0.0086934530395472,0.9099648209988856,1.0,0.0272727272727272,5.0,-4.4888499112312414e-05,0.9464681898403494,1.8911474413040756,58,15,0.5858585858585859,-0.002525378839873915
BAC,2020-02-24,0.0474389126647503,228.0,0.011531365313653,0.2202201066056464,3.0,0.0545454545454545,18.0,-0.0001561698013338,0.9088015420199896,2.097651328935763,58,15,0.5858585858585859,-0.016485538011028922
BK,2020-02-24,0.0424067453061184,228.0,0.0121967139740026,0.1926614230174581,1.0,0.0606060606060606,16.0,-0.0001062836681684,0.9450265108641348,2.0950222869192734,58,15,0.5858585858585859,-0.0017791087768971314
BKNG,2020-02-24,0.0706064686401805,13.0,0.0211262852385987,0.7962750272564592,1.0,0.0097402597402597,2.0,-0.0001761031910772,0.902307714641062,1.6830875794170896,58,15,0.5858585858585859,-0.010091961357102108
BLK,2020-02-24,0.052064631956912,218.0,0.0057796938833143,0.3214499537364611,2.0,0.0125,2.0,-0.0002428170415068,0.8861832510876465,2.204900564088547,58,15,0.5858585858585859,-0.007739749999807866
BRK-B,2020-02-24,0.0333144347824003,,,,,,,,,,58,15,0.5858585858585859,0.013882500608346282
C,2020-02-24,0.0511512759972309,228.0,0.0101998621640249,0.2377124972161936,4.0,0.106060606060606,20.0,-0.0002008759571311,0.8913505022056953,1.942976933330532,58,15,0.5858585858585859,-0.00881399780019021
CAT,2020-02-24,0.0367320770957479,226.0,0.0090764692534603,0.2277365281768039,4.0,0.0575757575757575,9.0,-0.0001098814843888,0.9009448179709352,2.0170144141423143,58,15,0.5858585858585859,0.016774359130988348
COP,2020-02-24,0.0352497879363786,8.0,0.0135738524736559,0.934643313322791,2.0,0.0,0.0,-4.8675939252534904e-05,0.9396296402492662,1.7480600432546336,58,15,0.5858585858585859,-0.001076868638521855
CSCO,2020-02-24,0.0496760102583225,289.0,0.0091795104261105,0.1215790744908694,1.0,0.006060606060606,1.0,-6.42236106246824e-05,0.942606750256876,1.8025037888032691,58,15,0.5858585858585859,0.001665496466612848
CVS,2020-02-24,0.0502028228225472,214.0,0.015333727111636,0.256583540703696,1.0,0.0,0.0,-0.0002073952773204,0.9480684824234316,1.691662323872804,58,15,0.5858585858585859,-0.02250767949534216
CVX,2020-02-24,0.0394459496146424,227.0,0.0072304156291898,0.2592688524432597,3.0,0.0668693009118541,9.0,-0.0001598869246475,0.9653836840579584,2.2848706876455966,58,15,0.5858585858585859,0.005951176264612834
DE,2020-02-24,0.0313926184712624,0.0,0.0093131548311991,1.0,2.0,0.0666666666666666,13.0,-1.8048958563869218e-05,0.7785790430369888,1.903265031483413,58,15,0.5858585858585859,0.010443196365212959
DHR,2020-02-24,0.0312576786690388,0.0,0.0163876368319382,1.0,0.0,0.0395136778115501,5.0,-8.573375075743177e-05,0.9355613930424032,2.169589725335524,58,15,0.5858585858585859,-0.0026192365396324746
DIS,2020-02-24,0.0428870019537661,163.0,0.0210349820897797,0.3944582258686013,2.0,0.006060606060606,1.0,-9.37365822854162e-05,0.884022374639793,2.001558702262938,58,15,0.5858585858585859,-0.009504891353436795
EMR,2020-02-24,0.0402274107893126,5.0,0.0117391304347826,0.9239183863414918,12.0,0.0454545454545454,13.0,-0.0001733094643752,0.9047732781601274,1.798226332227871,58,15,0.5858585858585859,0.003325397203104874
FDX,2020-02-24,0.0514547865022013,228.0,0.0201153190931724,0.2184671750333822,1.0,0.0,0.0,-0.0001016751551216,0.8319383335238096,1.5040121567950266,58,15,0.5858585858585859,-0.01897661698368347
GE,2020-02-24,0.0318367463226255,0.0,0.0254310344827586,1.0,1.0,0.0,0.0,-0.0001089277009376,0.8164133165550699,1.389619030064246,58,15,0.5858585858585859,-0.004772591285727601
GM,2020-02-24,0.0450216826722476,234.0,0.0144861238182372,0.1923444578320139,3.0,0.0,0.0,-0.0001358645384009,0.9384265629697338,1.7684147945933917,58,15,0.5858585858585859,-0.010193800480041815
GOOG,2020-02-24,0.0427712757776088,0.0,0.013178426940817,1.0,1.0,0.0853658536585365,8.0,-0.0001305255609392,0.806422433518597,2.2006490789092745,58,15,0.5858585858585859,0.003421034030914538
GOOGL,2020-02-24,0.0428727495763989,0.0,0.0146788077822559,1.0,1.0,0.073170731707317,8.0,-0.0001247312736023,0.8046468250483934,2.1769105412743195,58,15,0.5858585858585859,0.0031109587926825277
INTC,2020-02-24,0.0400994430091073,0.0,0.0209556425309849,1.0,0.0,0.0,0.0,-0.0001181510307013,0.9255581827051396,1.8509258387565215,58,15,0.5858585858585859,-0.004063174099403044
INTU,2020-02-24,0.0374366178520803,2.0,0.0368152224740117,0.8951940691550263,0.0,0.0575757575757575,9.0,-0.0001434403101306,0.5954408777836557,2.0043405215288104,58,15,0.5858585858585859,0.026303656928815977
INTU,2020-02-24,0.0374366178520803,2.0,0.0368152224740117,0.8951940691550263,0.0,0.0575757575757575,9.0,-0.0001434403101306,0.5954408777836557,2.0043405215288104,58,15,0.5858585858585859,0.026303656928815977
ISRG,2020-02-24,0.0536797865919924,211.0,0.0146232693205192,0.18872679496762,1.0,0.0156739811912225,3.0,-0.0001322679595519,0.9556945933151496,2.2357339127520675,58,15,0.5858585858585859,-0.006968042322689549
ISRG,2020-02-24,0.0536797865919924,211.0,0.0146232693205192,0.18872679496762,1.0,0.0156739811912225,3.0,-0.0001322679595519,0.9556945933151496,2.2357339127520675,58,15,0.5858585858585859,-0.006968042322689549
LIN,2020-02-24,0.0356782697480559,224.0,0.0110687022900763,0.2316957362580738,2.0,0.0184049079754601,2.0,-0.0001350859605183,0.8744651015522469,2.3780495596513966,58,15,0.5858585858585859,0.000874501931603433
LRCX,2020-02-24,0.0515783068957635,1.0,0.0277514231499051,0.9217543258719368,1.0,0.0,0.0,-0.0001173912421977,0.7154566661197472,1.2546569505250016,58,15,0.5858585858585859,0.0013813817979491105
MA,2020-02-24,0.0442449168065876,1.0,0.037694366556207,0.9946263849515974,1.0,0.009090909090909,3.0,-0.0001983035270704,0.9178241882807312,1.8073042702887752,58,15,0.5858585858585859,-0.03678167167912583
META,2020-02-24,0.0450090007837753,227.0,0.0162739062421155,0.2200460431851291,1.0,0.1515151515151515,16.0,-0.0001932791128453,0.671791621597529,1.7066500879697537,58,15,0.5858585858585859,0.0070537876224572305
MO,2020-02-24,0.0455436953668676,214.0,0.0039817974971558,0.2795857730779111,6.0,0.1333333333333333,30.0,-0.0001333842211449,0.8461070245380513,1.859756480708444,58,15,0.5858585858585859,-0.011859281218538853
MS,2020-02-24,0.0522700869797581,282.0,0.0149359886201991,0.1082592033169077,1.0,0.0818181818181818,12.0,-0.0001797982985766,0.9244005965180656,1.740558887682118,58,15,0.5858585858585859,0.0007143257702559858
MSFT,2020-02-24,0.0431154997823834,0.0,0.0651228328125959,1.0,0.0,0.0393939393939393,6.0,-0.0001339364364908,0.7179135325951806,1.6557122082263749,58,15,0.5858585858585859,0.015492621886958546
MU,2020-02-24,0.0347429952380878,1.0,0.0490401064436418,0.9161299355357932,0.0,0.0272727272727272,3.0,-0.0001147825287082,0.8033190761736209,1.1087556080176415,58,15,0.5858585858585859,-0.024093493650297226
