ticker,event_date,success,days_to_hit,hit_5_by_5,hit_5_by_10,hit_5_by_60,speed_label,max_5d_high_ret,max_5d_day,ret_per_day_5d,d2_high_ret,d3_high_ret,d4_high_ret,d5_high_ret,drop_pct,final_return,max_drawdown,d0_minute_of_low,d0_rebound_low_to_close,d0_pct_volume_after_low,d0_near_low_retest_count,d1_pct_bars_above_vwap,d1_longest_streak_above_vwap,d1_last90_logprice_slope,d1_full_day_trend_r2,d1_return_vs_sector,target_distance_over_atr20,num_droppers_3pct,num_droppers_5pct,score,tier
LRCX,2020-01-31,True,2.0,True,True,True,FAST_WIN,0.0781026617852954,3.0,0.0390513308926477,0.059590174816999596,0.0781026617852954,0.05968750871537249,0.041628793123353894,0.0409712235400993,0.0343047096501187,0.0343047096501187,121.0,0.004326971455405504,0.4345568088672406,2.0,0.9878419452887538,190.0,7.866124281608587e-06,0.5154124259469552,0.016556519702379074,,20,0,9,CONFIDENT_YES
META,2020-01-31,True,10.0,False,True,True,SLOW_WIN,0.04706401143762765,6.0,0.00941280228752553,0.03139234823188158,0.041823758186120906,0.034281795956237864,0.04226458092770208,0.0363670842436926,0.0112921536226229,0.0112921536226229,257.0,0.005641433470848334,0.16905362873081367,3.0,0.3,43.0,4.7890534690513566e-06,0.06383633644033548,0.0011254447601484942,,20,0,3,NO
MU,2020-01-31,True,3.0,True,True,True,FAST_WIN,0.10022312220139673,4.0,0.03340770740046558,0.04165120359446916,0.06470806287143292,0.10022312220139673,0.07846785638692975,0.0352534739186445,0.0129967719857946,0.0129967719857946,300.0,0.0013172751223184953,0.04715473731858917,2.0,0.9303030303030303,191.0,-1.7516596963822406e-05,0.48390435011046684,-0.0047514179619450765,,20,0,6,SMALLER_YES
NVDA,2020-01-31,True,3.0,True,True,True,FAST_WIN,0.0943285566419745,6.0,0.0188657113283949,0.031498353916846175,0.05022255971208108,0.057920286115775495,0.054924463981326034,0.0381595439247712,0.0164954237104502,0.0164954237104502,129.0,0.0033783783783782884,0.4952145714186405,4.0,0.9,217.0,1.849043432414526e-05,0.024926658768777643,-0.0012527662372894995,,20,0,6,SMALLER_YES
SCHW,2020-01-31,True,2.0,True,True,True,FAST_WIN,0.06786336369113044,4.0,0.022621121230376812,0.050350245658819424,0.05845004709080065,0.06786336369113044,0.041812605837388675,0.0347531137396603,0.0335895196404152,0.0028540300832642,200.0,0.007145998240985163,0.30988751590484637,1.0,0.19090909090909092,63.0,3.952042074148897e-05,0.5236398349252203,-0.00313563910326133,,20,0,3,NO
TXN,2020-01-31,True,3.0,True,True,True,FAST_WIN,0.07779577273431253,4.0,0.02593192424477084,0.03176659741064288,0.07706646692574046,0.07779577273431253,0.06361424940886104,0.0303005682249509,0.0227932031928745,0.0227932031928745,324.0,8.289811821282633e-05,0.018054646041441722,1.0,0.9878787878787879,325.0,6.412287324775288e-05,0.6536254464756941,0.005045013245134882,,20,0,6,SMALLER_YES
UNH,2020-01-31,True,3.0,True,True,True,FAST_WIN,0.08484782472872798,4.0,0.02828260824290933,0.03459605636965095,0.08386253524439623,0.08484782472872798,0.07068836731395965,0.0303580270687366,0.0307945815927654,0.0057624398469382,296.0,0.0036821562707121114,0.15372733652297502,2.0,0.22424242424242424,41.0,1.7468848514311073e-05,0.567028535030521,-0.005692622119004207,,20,0,6,SMALLER_YES
UPS,2020-01-31,True,4.0,True,True,True,FAST_WIN,0.0564540057350196,4.0,0.0188180019116732,0.017935919366354212,0.04469271403656067,0.0564540057350196,0.04253654826237042,0.0414815125641999,0.024343164163247,-0.0143933337720922,258.0,0.005236109764375163,0.1461520607502613,1.0,0.1580547112462006,44.0,-5.753812694286347e-05,0.7347274200392104,-0.009263403771697739,,20,0,-100,VETO
V,2020-01-31,True,11.0,False,True,True,SLOW_WIN,0.026492741342056144,6.0,0.005298548268411229,0.02046711150002538,0.023853436597568868,0.019022993728706767,0.015039113137680008,0.0443782968887856,0.0230687857954992,0.0092476068080717,129.0,0.0009469678000901816,0.36831281669925064,4.0,0.2636363636363636,69.0,6.664066922347298e-06,0.6403088941542738,-0.0012398405188379837,,20,0,3,NO
XOM,2020-01-31,False,,False,False,False,LOSE,0.03754320428919463,4.0,0.012514401429731543,0.019430270279437726,0.036225930833564436,0.03754320428919463,0.0153136886577611,0.0412100933155364,-0.0481326129295026,-0.0481326129295026,256.0,0.0030714516650500734,0.14868682251893653,5.0,0.18181818181818182,49.0,-3.52743782163309e-05,0.7443680342272732,-0.010839519252160312,,20,0,-100,VETO
COP,2020-02-04,True,,False,False,False,LOSE,0.04031988424295066,6.0,0.008063976848590133,0.004933666579616978,-0.006975159168538754,-0.010888047004755198,0.003912887836216444,0.0454545220148253,0.0405380958185206,-0.0470879760732254,312.0,0.0027269528501054907,0.04727961942278971,2.0,0.9787878787878788,323.0,-1.7103685205644085e-05,0.8559321837343994,0.000984043155616586,,1,0,4,NO
NOW,2020-02-05,True,9.0,False,True,True,SLOW_WIN,0.04477619771676346,6.0,0.008955239543352691,0.011911077470622252,0.009657648485173252,0.013140220553594434,0.025548760474509515,0.0384342435270806,0.0126145338958123,-0.0259379140806172,293.0,0.007675995340640895,0.13347920147778908,3.0,0.9723926380368099,315.0,7.591712028762819e-06,0.24702021185082323,0.0005289688181347139,,3,1,10,CONFIDENT_YES
TSLA,2020-02-05,True,3.0,True,True,True,FAST_WIN,0.09483815639438384,3.0,0.04741907819719192,0.02775844648474581,0.09483815639438384,0.04613063234274516,0.05446219256208923,0.1717583947927872,0.0194093169425442,0.0181979285835394,226.0,0.047236187042206224,0.21492533586318635,1.0,0.796969696969697,255.0,-0.00034851949085992724,0.10120036309228475,0.01769363668376911,,3,1,7,CONFIDENT_YES
UBER,2020-02-05,True,2.0,True,True,True,FAST_WIN,0.12860610509948606,5.0,0.032151526274871514,0.10541924592414152,0.11458614134579516,0.11795632197361267,0.12860610509948606,0.0446404739293699,0.1037761356237267,-0.0641130269575038,71.0,0.0009413663259818517,0.5219489361211178,4.0,0.2818181818181818,20.0,5.020972256347068e-05,0.28628031789005604,0.005890914928695756,,3,1,6,SMALLER_YES
MU,2020-02-07,True,3.0,True,True,True,FAST_WIN,0.06732943785749894,3.0,0.03366471892874947,0.02633871050594076,0.06732943785749894,0.0575614709866099,0.05634047512774877,0.0306748334645421,0.0420182725873432,-0.1107594781778597,287.0,0.00140919499735781,0.08567085413981769,3.0,0.8424242424242424,220.0,2.4864433258749262e-05,0.4914089038560412,-0.009965079532509594,,3,0,11,CONFIDENT_YES
QCOM,2020-02-07,True,,False,False,False,LOSE,0.043340903311717,3.0,0.0216704516558585,0.03239280808137171,0.043340903311717,0.03137696193199006,0.02483075186823295,0.0352058538783611,0.0134980591385434,-0.1313200179363212,311.0,0.0023343202004100227,0.040090188772819065,1.0,0.8242424242424242,166.0,-1.0001552869455366e-05,0.08003913599642587,-0.004378426063606736,,3,0,11,CONFIDENT_YES
UPS,2020-02-07,True,,False,False,False,LOSE,0.037353240375670886,6.0,0.007470648075134177,0.02309107655442715,0.03589790394098533,0.029688537573047177,0.03027071655981295,0.0318279910023144,0.0169705193307707,-0.1249030696252518,329.0,0.0,0.0059126023715987425,0.0,0.1606060606060606,48.0,0.00013212444939261525,0.20910441924555934,-0.004686657547002567,,3,0,-100,VETO
CSCO,2020-02-13,False,,False,False,False,LOSE,0.0,,0.0,-0.0025548806357947726,-0.00340642629878378,-0.00021294732745418953,-0.0025548806357947726,0.0522731943600851,-0.1637785302193838,-0.1637785302193838,22.0,0.02179690854443983,0.7407902962507933,2.0,0.08484848484848485,14.0,6.722703271494048e-05,0.23820259341185912,-0.008806227330098207,,1,1,-100,VETO
