count,hit_5_60,hit_5_20,good_trade,loser_rate,ugly_loser_rate,median_days_to_5,median_day60_return,median_max_dd,bin
3355,0.705812220566319,0.705812220566319,0.5669150521609538,0.2941877794336811,0.21997019374068555,3.0,0.0154459635800272,-0.054582876507623,<-1%
45,0.8888888888888888,0.8888888888888888,0.8,0.1111111111111111,0.044444444444444446,2.0,0.0201703186884603,-0.0110298301469342,-1 to 0
33,0.8787878787878788,0.8787878787878788,0.7272727272727273,0.12121212121212122,0.12121212121212122,3.0,0.0192083903407973,-0.0355357118798448,0 to 1%
4083,0.899338721528288,0.899338721528288,0.7281410727406319,0.10066127847171198,0.13568454567719815,1.0,0.0238994371654526,-0.025983347563271,1%+
