count,hit_5_60,hit_5_20,good_trade,loser_rate,ugly_loser_rate,median_days_to_5,median_day60_return,median_max_dd,bin
4760,0.8090336134453782,0.8090336134453782,0.6674369747899159,0.19096638655462184,0.15378151260504203,2.0,0.0195850069696532,-0.03768163614038105,0-20%
1725,0.8197101449275362,0.8197101449275362,0.6405797101449275,0.18028985507246376,0.20579710144927535,2.0,0.0211908323512854,-0.042116758843078,20-40%
660,0.8242424242424242,0.8242424242424242,0.6333333333333333,0.17575757575757575,0.2,1.0,0.02138300971889375,-0.0459554420289047,40-60%
246,0.8211382113821138,0.8211382113821138,0.6504065040650406,0.17886178861788618,0.17886178861788618,2.0,0.019090264658450852,-0.03743736303908995,60-80%
124,0.782258064516129,0.782258064516129,0.5967741935483871,0.21774193548387097,0.28225806451612906,2.0,0.01820386964846185,-0.03500914675207015,80-100%
