count,hit_5_60,hit_5_20,good_trade,loser_rate,ugly_loser_rate,median_days_to_5,median_day60_return,median_max_dd,bin
1884,0.8328025477707006,0.8328025477707006,0.678343949044586,0.16719745222929935,0.15127388535031847,2.0,0.0213787868906292,-0.0417570158950972,<1x
2561,0.8207731354939477,0.8207731354939477,0.6805935181569699,0.17922686450605232,0.164388910581804,2.0,0.0198488941111987,-0.0375290948259479,1-1.5x
1435,0.7804878048780488,0.7804878048780488,0.6111498257839721,0.21951219512195122,0.21602787456445993,2.0,0.0192977322876908,-0.0411985183811627,1.5-2x
1049,0.8188751191611058,0.8188751191611058,0.6129647283126788,0.1811248808388942,0.20305052430886558,1.0,0.0211387271145759,-0.0422656333860093,2-3x
426,0.8145539906103286,0.8145539906103286,0.6948356807511737,0.18544600938967137,0.11971830985915492,2.0,0.01786711958299965,-0.0309142923658176,3-5x
160,0.69375,0.69375,0.60625,0.30625,0.1125,1.0,0.015016027916469901,-0.031831282387327395,5x+
