count,hit_5_60,hit_5_20,good_trade,loser_rate,ugly_loser_rate,median_days_to_5,median_day60_return,median_max_dd,company_specific
549,0.8779599271402551,0.8779599271402551,0.6903460837887068,0.122040072859745,0.17304189435336975,1.0,0.0275122890755201,-0.0396335094450538,yes
1629,0.8268876611418048,0.8268876611418048,0.5641497851442603,0.1731123388581952,0.33947206875383673,1.0,0.0278147406432753,-0.0570980982687945,no
